horodateur,statut_etudiant,annee_etudes,genre,type_commune,niveau_parents,type_bac,mention_bac,filiere,frequence_psyen,motivation_brut,ia_formation,ia_metiers,info_percue,conseil_adapte,preparation_emploi,reoriente,reorientation_brut,raison_reorientation,regret_reorientation,motivation_descriptive,motivation_regression,reorientation_annee,reorientation_niveau,reoriente_bin,ia_formation_bin,ia_metiers_bin,jeune_actif
02/05/2026 11:49:22,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Commune rurale (moins de 2 000 hab.),Bac+5 et plus,Bac professionnel,Très bien / Félicitations,École de commerce / management,Jamais,Journées portes ouvertes / salons,Non,"Oui, de manière exclusive",3,4,2,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Journées portes ouvertes / salons,Journées portes ouvertes / salons,NA,NA,0,0,1,0
02/05/2026 12:51:15,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Homme,Ville moyenne (20 000 – 200 000 hab.),Bac+2 / Bac+3,Bac général,Assez bien,Lettres / Sciences humaines / Sciences sociales,Jamais,"Internet (hors IA) — forums, sites officiels",Non,Non,3,4,2,"Oui, une fois",Licence 1,Difficulté académique,5,"Internet (hors IA) — forums, sites officiels","Internet (hors IA) — forums, sites officiels",NA,L1,1,0,0,0
02/05/2026 13:19:41,Oui,L1 / BTS 1 / BUT 1,Homme,À l'étranger,CAP / BEP,Bac technologique,Assez bien,École d'art / design / architecture,Jamais,Des projets perso qui dépendent de ce savoir-faire,"Oui, en complément d'autres démarches","Oui, en complément d'autres démarches",3,4,3,"Oui, une fois",Fin 2024,Autre,2,Motivation personnelle / passion,Autre,2024,Post-L3,1,1,1,0
02/05/2026 21:19:25,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Ville moyenne (20 000 – 200 000 hab.),CAP / BEP,Bac général,Bien,Lettres / Sciences humaines / Sciences sociales,Jamais,Aucune source structurée / au hasard,Non,Non,1,1,3,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Aucune source structurée / au hasard,Aucune source structurée / au hasard,NA,NA,0,0,0,0
03/05/2026 14:36:04,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Commune rurale (moins de 2 000 hab.),Bac+2 / Bac+3,Bac général,Bien,Économie / Gestion / Commerce,Jamais,"Intelligence artificielle (ChatGPT, Gemini…)","Oui, de manière exclusive","Oui, de manière exclusive",3,3,3,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,"Intelligence artificielle (ChatGPT, Gemini…)","Intelligence artificielle (ChatGPT, Gemini…)",NA,NA,0,1,1,0
04/05/2026 11:48:36,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Homme,À l'étranger,Bac+5 et plus,Bac général,Bien,Droit / Science politique,2 à 3 fois,Famille / entourage / réseau,Non,"Oui, en complément d'autres démarches",4,4,4,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,0,1,0
04/05/2026 13:20:50,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Petite ville (2 000 – 20 000 hab.),Bac+2 / Bac+3,Bac général,Bien,Lettres / Sciences humaines / Sciences sociales,Jamais,Famille / entourage / réseau,Non,"Oui, en complément d'autres démarches",3,3,3,"Oui, une fois",L1,Inadéquation avec mes aspirations profondes,2,Famille / entourage / réseau,Famille / entourage / réseau,NA,L1,1,0,1,0
04/05/2026 13:42:06,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Petite ville (2 000 – 20 000 hab.),CAP / BEP,Bac général,Bien,Économie / Gestion / Commerce,2 à 3 fois,Conseiller d'orientation (PsyEN),Non,Non,4,3,4,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Conseiller d'orientation (PsyEN),Conseiller d'orientation (PsyEN),NA,NA,0,0,0,0
04/05/2026 13:43:28,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Homme,À l'étranger,Bac+2 / Bac+3,Bac général,Bien,Économie / Gestion / Commerce,Jamais,Famille / entourage / réseau,Non,Non,2,2,3,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,0,0,0
04/05/2026 13:46:14,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Grande ville / Métropole,Bac+5 et plus,Bac général,Très bien / Félicitations,École de commerce / management,Jamais,"Internet (hors IA) — forums, sites officiels",Non,Non,4,4,3,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,"Internet (hors IA) — forums, sites officiels","Internet (hors IA) — forums, sites officiels",NA,NA,0,0,0,0
04/05/2026 13:46:58,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Petite ville (2 000 – 20 000 hab.),CAP / BEP,Bac technologique,Assez bien,École de commerce / management,Jamais,Famille / entourage / réseau,Non,Non,4,4,1,"Oui, une fois",2021,Difficulté académique,3,Famille / entourage / réseau,Famille / entourage / réseau,2021,NA,1,0,0,0
04/05/2026 13:51:10,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Ville moyenne (20 000 – 200 000 hab.),Bac+5 et plus,Bac général,Bien,École de commerce / management,Jamais,Aucune source structurée / au hasard,Non,Non,1,2,1,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Aucune source structurée / au hasard,Aucune source structurée / au hasard,NA,NA,0,0,0,0
04/05/2026 14:07:06,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,À l'étranger,Bac+5 et plus,Bac général,Bien,Économie / Gestion / Commerce,1 fois,Famille / entourage / réseau,Non,Non,3,4,3,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,0,0,0
04/05/2026 14:34:43,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,À l'étranger,Bac+5 et plus,Bac général,Passable / Sans mention,École de commerce / management,Jamais,Famille / entourage / réseau,"Oui, en complément d'autres démarches","Oui, en complément d'autres démarches",3,4,5,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,1,1,0
04/05/2026 14:38:23,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Ville moyenne (20 000 – 200 000 hab.),Bac+2 / Bac+3,Bac général,Très bien / Félicitations,Économie / Gestion / Commerce,Jamais,Professeurs du lycée,Non,Non,4,5,4,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Professeurs du lycée,Autre,NA,NA,0,0,0,0
04/05/2026 15:18:29,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Ville moyenne (20 000 – 200 000 hab.),Bac+2 / Bac+3,Bac général,Assez bien,École de commerce / management,Jamais,Aucune source structurée / au hasard,Non,Non,1,1,1,"Oui, plusieurs fois",licence et master,Autre,5,Aucune source structurée / au hasard,Aucune source structurée / au hasard,NA,NA,1,0,0,0
04/05/2026 15:23:25,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Ville moyenne (20 000 – 200 000 hab.),Baccalauréat,Bac général,Bien,École de commerce / management,Jamais,Famille / entourage / réseau,Non,"Oui, en complément d'autres démarches",3,3,3,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,0,1,0
04/05/2026 16:40:03,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Grande ville / Métropole,Bac+5 et plus,Bac général,Bien,Lettres / Sciences humaines / Sciences sociales,2 à 3 fois,Famille / entourage / réseau,Non,"Oui, en complément d'autres démarches",5,4,4,"Oui, une fois",Première année de master,Inadéquation avec mes aspirations profondes,2,Famille / entourage / réseau,Famille / entourage / réseau,NA,L1,1,0,1,0
04/05/2026 17:19:43,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Commune rurale (moins de 2 000 hab.),Baccalauréat,Bac général,Assez bien,Lettres / Sciences humaines / Sciences sociales,1 fois,Aucune source structurée / au hasard,Non,"Oui, de manière exclusive",3,3,2,"Oui, une fois",M1,Difficulté académique,2,Aucune source structurée / au hasard,Aucune source structurée / au hasard,NA,M1,1,0,1,0
04/05/2026 20:29:53,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Paris intramuros,Bac+5 et plus,Bac général,Bien,École de commerce / management,2 à 3 fois,Journées portes ouvertes / salons,Non,Non,4,4,4,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Journées portes ouvertes / salons,Journées portes ouvertes / salons,NA,NA,0,0,0,0
04/05/2026 21:25:01,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Homme,Ville moyenne (20 000 – 200 000 hab.),Bac+2 / Bac+3,Bac général,Assez bien,École de commerce / management,2 à 3 fois,Journées portes ouvertes / salons,Non,Non,1,1,1,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Journées portes ouvertes / salons,Journées portes ouvertes / salons,NA,NA,0,0,0,0
04/05/2026 23:05:46,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Grande ville / Métropole,Bac+5 et plus,Bac général,Bien,École de commerce / management,1 fois,Famille / entourage / réseau,Non,"Oui, en complément d'autres démarches",3,3,3,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,0,1,0
04/05/2026 23:19:07,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Grande ville / Métropole,Bac+2 / Bac+3,Bac général,Bien,École de commerce / management,Jamais,Aucune source structurée / au hasard,Non,Non,3,2,3,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Aucune source structurée / au hasard,Aucune source structurée / au hasard,NA,NA,0,0,0,0
05/05/2026 08:34:26,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Homme,Petite ville (2 000 – 20 000 hab.),Bac+5 et plus,Bac général,Passable / Sans mention,École de commerce / management,Jamais,Famille / entourage / réseau,"Oui, en complément d'autres démarches","Oui, de manière exclusive",4,4,4,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,1,1,0
05/05/2026 08:45:06,Oui,L1 / BTS 1 / BUT 1,Femme,Ville moyenne (20 000 – 200 000 hab.),Bac+2 / Bac+3,Bac général,Assez bien,"Santé (médecine, pharmacie, kiné, infirmier…)",2 à 3 fois,Aucune source structurée / au hasard,Non,Non,3,3,5,"Oui, une fois",3ème année,Difficulté académique,2,Aucune source structurée / au hasard,Aucune source structurée / au hasard,NA,L3,1,0,0,0
05/05/2026 09:06:49,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Homme,Ville moyenne (20 000 – 200 000 hab.),Bac+5 et plus,Bac général,Assez bien,École de commerce / management,Jamais,Journées portes ouvertes / salons,Non,Non,2,2,4,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Journées portes ouvertes / salons,Journées portes ouvertes / salons,NA,NA,0,0,0,0
05/05/2026 09:19:52,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Grande ville / Métropole,Bac+5 et plus,Bac général,Assez bien,École d'ingénieurs,Jamais,Famille / entourage / réseau,Non,Non,3,4,5,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,0,0,0
05/05/2026 09:43:59,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Homme,Grande ville / Métropole,Bac+5 et plus,Bac général,Bien,Droit / Science politique,1 fois,Famille / entourage / réseau,Non,Non,4,4,3,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,0,0,0
05/05/2026 10:02:06,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Homme,Ville moyenne (20 000 – 200 000 hab.),Bac+5 et plus,Bac général,Assez bien,Lettres / Sciences humaines / Sciences sociales,2 à 3 fois,Famille / entourage / réseau,Non,"Oui, en complément d'autres démarches",2,3,3,"Oui, une fois",2021,Inadéquation avec mes aspirations profondes,2,Famille / entourage / réseau,Famille / entourage / réseau,2021,NA,1,0,1,0
05/05/2026 10:25:33,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Ville moyenne (20 000 – 200 000 hab.),Bac+5 et plus,Bac général,Bien,Droit / Science politique,Jamais,Famille / entourage / réseau,Non,Non,3,3,4,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,0,0,0
05/05/2026 10:52:32,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Homme,Ville moyenne (20 000 – 200 000 hab.),Bac+5 et plus,Bac général,Bien,Droit / Science politique,Jamais,Famille / entourage / réseau,Non,Non,4,4,3,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,0,0,0
05/05/2026 12:37:09,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Ville moyenne (20 000 – 200 000 hab.),Bac+5 et plus,Bac général,Assez bien,"Santé (médecine, pharmacie, kiné, infirmier…)",Jamais,Famille / entourage / réseau,Non,Non,4,5,3,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,0,0,0
05/05/2026 13:00:01,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Ville moyenne (20 000 – 200 000 hab.),Bac+5 et plus,Bac général,Assez bien,Droit / Science politique,Jamais,Famille / entourage / réseau,Non,Non,4,4,4,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,0,0,0
05/05/2026 14:43:06,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Homme,Petite ville (2 000 – 20 000 hab.),Aucun diplôme / Brevet,Bac général,Bien,Économie / Gestion / Commerce,1 fois,Journées portes ouvertes / salons,Non,Non,2,3,4,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Journées portes ouvertes / salons,Journées portes ouvertes / salons,NA,NA,0,0,0,0
05/05/2026 18:03:51,Oui,L1 / BTS 1 / BUT 1,Femme,Petite ville (2 000 – 20 000 hab.),Bac+2 / Bac+3,Bac général,Passable / Sans mention,NA,Jamais,Famille / entourage / réseau,Non,Non,2,4,4,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,0,0,0
05/05/2026 21:12:07,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,À l'étranger,Bac+5 et plus,Bac général,Passable / Sans mention,Économie / Gestion / Commerce,1 fois,Famille / entourage / réseau,Non,Non,3,3,3,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,0,0,0
05/05/2026 22:28:40,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Homme,Grande ville / Métropole,Bac+5 et plus,Bac général,Assez bien,Droit / Science politique,1 fois,Famille / entourage / réseau,Non,Non,2,1,1,"Oui, une fois",3ème,Raison personnelle / familiale,5,Famille / entourage / réseau,Famille / entourage / réseau,NA,L3,1,0,0,0
05/05/2026 22:47:00,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Grande ville / Métropole,Bac+2 / Bac+3,Bac général,Bien,Économie / Gestion / Commerce,2 à 3 fois,Journées portes ouvertes / salons,Non,Non,3,3,2,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Journées portes ouvertes / salons,Journées portes ouvertes / salons,NA,NA,0,0,0,0
06/05/2026 11:18:56,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Petite ville (2 000 – 20 000 hab.),Baccalauréat,Bac général,Bien,Économie / Gestion / Commerce,Jamais,"Internet (hors IA) — forums, sites officiels",Non,"Oui, en complément d'autres démarches",4,3,4,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,"Internet (hors IA) — forums, sites officiels","Internet (hors IA) — forums, sites officiels",NA,NA,0,0,1,0
06/05/2026 15:16:33,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Homme,Grande ville / Métropole,Bac+5 et plus,Bac général,Assez bien,École de commerce / management,1 fois,"Intelligence artificielle (ChatGPT, Gemini…)","Oui, en complément d'autres démarches","Oui, en complément d'autres démarches",2,3,2,"Oui, plusieurs fois",2023,Autre,1,"Intelligence artificielle (ChatGPT, Gemini…)","Intelligence artificielle (ChatGPT, Gemini…)",2023,NA,1,1,1,0
07/05/2026 12:59:07,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Ville moyenne (20 000 – 200 000 hab.),Bac+2 / Bac+3,Bac général,Très bien / Félicitations,École de commerce / management,1 fois,Famille / entourage / réseau,Non,Non,3,3,4,"Oui, plusieurs fois",4,Inadéquation avec mes aspirations profondes,5,Famille / entourage / réseau,Famille / entourage / réseau,NA,M1,1,0,0,0
07/05/2026 15:36:16,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Homme,Petite ville (2 000 – 20 000 hab.),Bac+2 / Bac+3,Bac général,Assez bien,Lettres / Sciences humaines / Sciences sociales,Jamais,"Internet (hors IA) — forums, sites officiels",Non,Non,5,5,4,"Oui, une fois",3,Inadéquation avec mes aspirations profondes,2,"Internet (hors IA) — forums, sites officiels","Internet (hors IA) — forums, sites officiels",NA,L3,1,0,0,0
07/05/2026 22:30:10,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,À l'étranger,Bac+5 et plus,Bac général,Assez bien,École de commerce / management,1 fois,Aucune source structurée / au hasard,Non,Non,3,3,4,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Aucune source structurée / au hasard,Aucune source structurée / au hasard,NA,NA,0,0,0,0
08/05/2026 12:10:09,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Ville moyenne (20 000 – 200 000 hab.),Aucun diplôme / Brevet,Bac général,Assez bien,Lettres / Sciences humaines / Sciences sociales,2 à 3 fois,"Internet (hors IA) — forums, sites officiels",Non,Non,3,4,1,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,"Internet (hors IA) — forums, sites officiels","Internet (hors IA) — forums, sites officiels",NA,NA,0,0,0,0
08/05/2026 19:14:40,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Ville moyenne (20 000 – 200 000 hab.),Bac+2 / Bac+3,Bac général,Passable / Sans mention,École de commerce / management,Jamais,Famille / entourage / réseau,Non,"Oui, en complément d'autres démarches",3,3,4,"Oui, une fois",première année,Inadéquation avec mes aspirations profondes,5,Famille / entourage / réseau,Famille / entourage / réseau,NA,L1,1,0,1,0
08/05/2026 19:37:16,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Ville moyenne (20 000 – 200 000 hab.),Bac+2 / Bac+3,Bac technologique,Bien,Économie / Gestion / Commerce,Jamais,"Mes professeurs, mes spécialisations au fur et à mesure de mon parcours scolaire",Non,Non,4,4,4,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Professeurs du lycée,Autre,NA,NA,0,0,0,0
09/05/2026 14:32:48,Oui,L2 / L3 / BUT 2-3 / BTS 2 / M1 / M2 / École (bac+3 et +) / Autre,Femme,Petite ville (2 000 – 20 000 hab.),Bac+5 et plus,Bac général,Assez bien,Lettres / Sciences humaines / Sciences sociales,1 fois,Famille / entourage / réseau,Non,Non,2,3,4,"Non, je suis toujours dans ma formation initiale",NA,NA,NA,Famille / entourage / réseau,Famille / entourage / réseau,NA,NA,0,0,0,0
